trade_date,book,security,quantity,price
7/12/21,Goldenrod,"Werner Enterprises, Inc.",15018,2.52
7/12/21,Goldenrod,SandRidge Permian Trust,13188,78.54
7/12/21,Goldenrod,Valley National Bancorp,14096,95.33
7/12/21,Goldenrod,"MACOM Technology Solutions Holdings, Inc.",15634,10.11
7/12/21,Goldenrod,"Activision Blizzard, Inc",17048,21.39
7/12/21,Goldenrod,Gafisa SA,10345,45.11
7/12/21,Goldenrod,Dorian LPG Ltd.,19516,18.76
7/12/21,Goldenrod,National General Holdings Corp,19097,66.34
7/12/21,Goldenrod,United Therapeutics Corporation,10731,14.42
7/12/21,Green,Celyad SA,13320,2.75
7/12/21,Green,"Entellus Medical, Inc.",15173,23.69
7/12/21,Green,Otter Tail Corporation,17258,42.75
7/12/21,Green,Medley Capital Corporation,12016,25.87
7/12/21,Green,BLDRS Europe 100 ADR Index Fund,12244,38.44
7/12/21,Green,"Social Reality, Inc.",14074,87.45
7/12/21,Green,Principal Financial Group Inc,13324,52.92
7/12/21,Green,Endo International plc,17985,7.07
7/12/21,Green,"Advanced Drainage Systems, Inc.",11695,2.44
7/12/21,Green,"United Parcel Service, Inc.",18947,49.91
7/12/21,Green,"Surmodics, Inc.",17529,69.05
7/12/21,Indigo,"Flotek Industries, Inc.",18966,87.08
7/12/21,Indigo,"Tarena International, Inc.",11532,36.49
7/12/21,Indigo,Nuveen Insured New York Select Tax-Free Income Portfolio,19002,89.06
7/12/21,Indigo,Great Lakes Dredge & Dock Corporation,18964,76.95
7/12/21,Indigo,"Hebron Technology Co., Ltd.",11066,30.56
7/12/21,Indigo,"Ventas, Inc.",10683,81.43
7/12/21,Indigo,Hersha Hospitality Trust,16154,91.67
7/12/21,Indigo,Cintas Corporation,16542,59.07
7/12/21,Indigo,Geopark Ltd,13214,37.82
7/12/21,Indigo,Teekay Offshore Partners L.P.,16771,82.79
7/12/21,Indigo,"Paramount Group, Inc.",19341,14.96
7/12/21,Indigo,Southwest Airlines Company,15093,83.51
7/12/21,Indigo,Cerner Corporation,17320,5.11
7/12/21,Indigo,Tower Semiconductor Ltd.,17247,6.95
7/12/21,Khaki,"Blackrock Debt Strategies Fund, Inc.",10863,29.13
7/12/21,Khaki,"Advanced Semiconductor Engineering, Inc.",19880,61.7
7/12/21,Khaki,Welltower Inc.,10045,48.93
7/12/21,Khaki,Cemtrex Inc.,18227,14.27
7/12/21,Khaki,Sears Canada Inc. ,19989,58.36
7/12/21,Khaki,DTE Energy Company,19443,67.1
7/12/21,Khaki,"Model N, Inc.",18852,34.48
7/12/21,Khaki,Hutchison China MediTech Limited,11698,25.45
7/12/21,Khaki,Vident International Equity Fund,18882,79.76
7/12/21,Khaki,Forward Air Corporation,18771,47.9
7/12/21,Khaki,Invesco Pennsylvania Value Municipal Income Trust,18435,77.22
7/12/21,Khaki,Mechel PAO,16065,58.64
7/12/21,Khaki,"Forterra, Inc.",14871,61.69
7/12/21,Khaki,"Goldman Sachs BDC, Inc.",13711,8.49
7/12/21,Khaki,"Malvern Bancorp, Inc.",19984,76.48
7/12/21,Khaki,Baytex Energy Corp,16140,93.42
7/12/21,Khaki,Ashford Hospitality Trust Inc,14401,60.41
7/12/21,Khaki,"Aduro Biotech, Inc.",10929,41.2
7/12/21,Maroon,"Energy Transfer Partners, L.P.",12967,87.5
7/12/21,Maroon,Moelis & Company,14662,21.81
7/12/21,Maroon,Flaherty & Crumrine Preferred Securities Income Fund Inc,19817,74.33
7/12/21,Maroon,Realty Income Corporation,17554,61.35
7/12/21,Maroon,Infosys Limited,11192,3.18
7/12/21,Maroon,AGCO Corporation,15002,18.61
7/12/21,Maroon,Banco Bilbao Viscaya Argentaria S.A.,12855,37.45
7/12/21,Maroon,"Caseys General Stores, Inc.",14719,49.44
7/12/21,Maroon,DENTSPLY SIRONA Inc.,14517,79.81
7/12/21,Maroon,Tuttle Tactical Management Multi-Strategy Income ETF,19719,49.81
7/12/21,Maroon,Rayonier Advanced Materials Inc.,18624,31
7/12/21,Maroon,"MabVax Therapeutics Holdings, Inc.",19509,4.55
7/12/21,Maroon,"Nexeo Solutions, Inc.",12612,87.71
7/12/21,Mauv,"Kimball International, Inc.",12667,23.02
7/12/21,Mauv,Teekay LNG Partners L.P.,11352,1.43
7/12/21,Mauv,"Spark Energy, Inc.",10739,27.06
7/12/21,Mauv,"NextEra Energy, Inc.",15445,34.39
7/12/21,Mauv,Brookdale Senior Living Inc.,18329,54.68
7/12/21,Mauv,Atlantic American Corporation,11747,3.71
7/12/21,Mauv,Annaly Capital Management Inc,14206,82.54
7/12/21,Mauv,Dawson Geophysical Company,10602,63.05
7/12/21,Mauv,Blueprint Medicines Corporation,13059,74.9
7/12/21,Mauv,Intra-Cellular Therapies Inc.,11474,67.91
7/12/21,Mauv,DAQO New Energy Corp.,14831,62.93
7/12/21,Mauv,"NeuroMetrix, Inc.",11642,70.48
7/12/21,Mauv,First Trust Dorsey Wright Dynamic Focus 5 ETF,10226,14.41
7/12/21,Mauv,"G-III Apparel Group, LTD.",15297,25.31
7/12/21,Mauv,"Redwood Trust, Inc.",10383,69.08
7/12/21,Orange,Tiptree Inc.,16233,43.76
7/12/21,Orange,Fortress Transportation and Infrastructure Investors LLC,14154,25
7/12/21,Orange,Horizon Bancorp (IN),11271,77.7
7/12/21,Orange,HDFC Bank Limited,11793,64.89
7/12/21,Orange,National General Holdings Corp,16591,32.88
7/12/21,Orange,Legg Mason Emerging Markets Diversified Core ETF,12856,75.93
7/12/21,Orange,Sabre Corporation,13550,28.53
7/12/21,Orange,"Edgewater Technology, Inc.",16363,74.46
7/12/21,Orange,Banner Corporation,12761,2.29
7/12/21,Orange,Radcom Ltd.,12396,20.11
7/12/21,Orange,"Gray Television, Inc.",11519,37.92
7/12/21,Orange,Two Harbors Investments Corp,14954,98.12
7/12/21,Orange,Stone Energy Corporation,10511,9.65
7/12/21,Orange,DMC Global Inc.,16674,36.51
7/12/21,Orange,"Omnicell, Inc.",13688,73.63
7/12/21,Orange,Boyd Gaming Corporation,13233,27.45
7/12/21,Orange,Colonial High Income Municipal Trust,10259,37.75
7/12/21,Orange,First Trust Indxx Global Agriculture ETF,17700,57.47
7/12/21,Pink,Westwood Holdings Group Inc,19497,77.95
7/12/21,Pink,"Ulta Beauty, Inc.",15016,90.07
7/12/21,Pink,"Surgery Partners, Inc.",12394,96.2
7/12/21,Pink,Grupo Financiero Galicia S.A.,17213,94.64
7/12/21,Pink,WSI Industries Inc.,19299,8.95
7/12/21,Pink,IQ Chaikin U.S. Small Cap ETF,17136,4.59
7/12/21,Pink,AXT Inc,11521,4.24
7/12/21,Pink,CVD Equipment Corporation,18624,39.99
7/12/21,Pink,Kayne Anderson Acquisition Corp.,19768,73.6
7/12/21,Pink,Ritchie Bros. Auctioneers Incorporated,17849,82.84
7/12/21,Pink,Kimberly-Clark Corporation,15831,54.25
7/12/21,Pink,KKR & Co. L.P.,19901,73.98
7/12/21,Pink,Southwestern Energy Company,11396,40.7
7/12/21,Pink,Public Storage,12505,29
7/12/21,Pink,Novadaq Technologies Inc,11229,56.61
7/12/21,Pink,National Energy Services Reunited Corp.,19129,90.86
7/12/21,Pink,Kellogg Company,18281,41.62
7/12/21,Puce,Ita? CorpBanca,12465,32.84
7/12/21,Puce,J P Morgan Chase & Co,10759,99.12
7/12/21,Puce,"Healthcare Services Group, Inc.",18255,16.38
7/12/21,Puce,LRAD Corporation,13520,33.98
7/12/21,Puce,Northrim BanCorp Inc,17356,76.88
7/12/21,Puce,"Health Insurance Innovations, Inc.",19975,88.86
7/12/21,Puce,"Synthetic Fixed-Income Securities, Inc.",12336,77.02
7/12/21,Puce,"WageWorks, Inc.",12292,91.77
7/12/21,Puce,"Kadmon Holdings, Inc.",17100,77.63
7/12/21,Puce,"American Software, Inc.",12090,24.02
7/12/21,Puce,"Consolidated Communications Holdings, Inc.",17742,91.17
7/12/21,Puce,Osisko Gold Royalties Ltd,17625,60.23
7/12/21,Puce,"Safe Bulkers, Inc",17424,93.63
7/12/21,Puce,Liberty Property Trust,12297,26.27
7/12/21,Puce,Great Ajax Corp.,18052,93.57
7/12/21,Puce,"Mitcham Industries, Inc.",13429,82.91
7/12/21,Puce,Forward Air Corporation,13474,28.46
7/12/21,Puce,Liberty Media Corporation,13197,20.33
7/12/21,Purple,"New York Community Bancorp, Inc.",11372,36.8
7/12/21,Purple,"Power Integrations, Inc.",13769,88.67
7/12/21,Purple,"Taubman Centers, Inc.",11642,71.44
7/12/21,Purple,Electrum Special Acquisition Corporation,12708,54.51
7/12/21,Purple,Regal Beloit Corporation,18621,40.42
7/12/21,Purple,Third Point Reinsurance Ltd.,18142,13.23
7/12/21,Purple,"Insperity, Inc.",15563,7.2
7/12/21,Purple,National Energy Services Reunited Corp.,18540,1.13
7/12/21,Purple,iPass Inc.,16732,56.08
7/12/21,Purple,"Prudential Financial, Inc.",14421,15.22
7/12/21,Purple,"Safe Bulkers, Inc",17008,2.7
7/12/21,Purple,"Guaranty Federal Bancshares, Inc.",16345,59.93
7/12/21,Purple,Seanergy Maritime Holdings Corp,16162,16.56
7/12/21,Purple,Tri Continental Corporation,18990,18.28
7/12/21,Purple,Federated Premier Municipal Income Fund,14255,32.34
7/12/21,Purple,DURECT Corporation,13022,20.94
7/12/21,Purple,iShares 0-5 Year Investment Grade Corporate Bond ETF,13678,11.86
7/12/21,Purple,Cowen Inc.,13747,9.17
7/12/21,Purple,Vanguard Total International Stock ETF,17946,87.8
7/12/21,Purple,Public Storage,14716,45.2
7/12/21,Purple,Protective Life Corporation,11880,82.68
7/12/21,Purple,Portland General Electric Company,11911,7.35
7/12/21,Red,Arcos Dorados Holdings Inc.,19593,79.06
7/12/21,Red,Global X Yieldco Index ETF,12070,21.9
7/12/21,Red,Nuveen California Quality Municipal Income Fund,10929,61.45
7/12/21,Red,"Entergy Louisiana, Inc.",19341,20.95
7/12/21,Red,QAD Inc.,17785,90.22
7/12/21,Red,"Aclaris Therapeutics, Inc.",13260,23.32
7/12/21,Red,Vident Core US Equity ETF,12326,88.89
7/12/21,Red,BlackRock Capital Investment Corporation,13414,61.83
7/12/21,Red,SL Green Realty Corporation,16386,90.98
7/12/21,Red,iShares MSCI Qatar Capped ETF,19925,39.48
7/12/21,Red,Fresenius Medical Care Corporation,19132,54.02
7/12/21,Red,Scudder Municiple Income Trust,15715,24.05
7/12/21,Red,"TrueBlue, Inc.",16927,99.8
7/12/21,Red,Conyers Park Acquisition Corp.,14690,92.21
7/12/21,Red,Nuveen Select Tax Free Income Portfolio III,19205,74.49
7/12/21,Red,"Industrial Services of America, Inc.",14883,68.26
7/12/21,Red,"Stanley Black & Decker, Inc.",17736,84.59
7/12/21,Red,Graco Inc.,17430,20.31
7/12/21,Red,iShares S&P India Nifty 50 Index Fund,10483,61.78
7/12/21,Red,"Arch Coal, Inc.",19605,73.29
7/12/21,Red,"AutoNation, Inc.",16142,85.9
7/12/21,Red,BanColombia S.A.,19672,91.33
7/12/21,Red,"Morgan Stanley India Investment Fund, Inc.",19573,44.89
7/12/21,Red,"Emerald Expositions Events, Inc.",19775,6.01
7/12/21,Teal,"Spark Energy, Inc.",14173,21.46
7/12/21,Teal,The Providence Service Corporation,13814,49.42
7/12/21,Teal,"F5 Networks, Inc.",14367,66.94
7/12/21,Teal,"Ooma, Inc.",12068,57.09
7/12/21,Teal,"LGI Homes, Inc.",18086,88.62
7/12/21,Teal,Nuveen Michigan Quality Municipal Income Fund,15279,62.76
7/12/21,Teal,Pennsylvania Real Estate Investment Trust,12753,91.18
7/12/21,Teal,AEterna Zentaris Inc.,10669,48.6
7/12/21,Teal,INTL FCStone Inc.,19032,23.8
7/12/21,Teal,"Blueknight Energy Partners L.P., L.L.C.",11007,44.54
7/12/21,Teal,DTE Energy Company,18971,75.67
7/12/21,Teal,Jensyn Acquistion Corp.,16046,23.58
7/12/21,Teal,Global X S&P 500 Catholic Values ETF,16381,41.92
7/12/21,Teal,"Carrizo Oil & Gas, Inc.",19430,51.29
7/12/21,Teal,"SunOpta, Inc.",15682,90.29
7/12/21,Teal,Ichor Holdings,18230,90
7/12/21,Teal,Nordson Corporation,16641,89.89
7/12/21,Teal,"Crown Crafts, Inc.",17667,20.25
7/12/21,Teal,"Paycom Software, Inc.",12539,57.52
7/12/21,Teal,"Lilis Energy, Inc.",19894,80.59
7/12/21,Teal,"Dynex Capital, Inc.",16865,12.71
7/12/21,Teal,"CBAK Energy Technology, Inc.",13113,40.68
7/12/21,Teal,PetroChina Company Limited,12741,82.82
7/12/21,Teal,"G. Willi-Food International,  Ltd.",12878,88.76
7/12/21,Turquoise,"Edgewater Technology, Inc.",13288,15.12
7/12/21,Turquoise,Wells Fargo & Company,19240,82.43
7/12/21,Turquoise,TransMontaigne Partners L.P.,15940,72.04
7/12/21,Turquoise,"Insight Enterprises, Inc.",17167,14.61
7/12/21,Turquoise,Tribune Media Company,13973,61.68
7/12/21,Turquoise,"O'Reilly Automotive, Inc.",15644,12.26
7/12/21,Turquoise,Public Storage,12188,34.17
7/12/21,Turquoise,"Tilly's, Inc.",10607,97.9
7/12/21,Turquoise,PTC Inc.,14960,34.02
7/12/21,Turquoise,CGG,18166,67.96
7/12/21,Turquoise,Oxford Lane Capital Corp.,13616,38.06
7/12/21,Turquoise,Intelsat S.A.,10573,64.83
7/12/21,Turquoise,"CYS Investments, Inc.",10327,32.01
7/12/21,Turquoise,"M.D.C. Holdings, Inc.",10927,31.87
7/12/21,Turquoise,Sanmina Corporation,14709,47.79
7/12/21,Turquoise,PowerShares S&P SmallCap Consumer Discretionary Portfolio,10446,91.93
7/12/21,Turquoise,Nuveen Ohio Quality Municipal Income Fund,12089,72.96
7/12/21,Violet,"Affiliated Managers Group, Inc.",13796,64.86
7/12/21,Violet,"Sage Therapeutics, Inc.",17380,68.09
7/12/21,Violet,National Energy Services Reunited Corp.,15057,39.41
7/12/21,Violet,Covanta Holding Corporation,10022,79.19
7/12/21,Violet,FlexShares US Quality Large Cap Index Fund,10880,71.08
7/12/21,Violet,Targa Resources Partners LP,15527,69.48
7/12/21,Violet,Wheaton Precious Metals Corp.,17371,62.33
7/12/21,Violet,"Forward Industries, Inc.",10057,71.18
7/12/21,Violet,Mesabi Trust,18972,24.26
7/12/21,Violet,Deutsch Bk Contingent Cap Tr V,15708,77.6
7/12/21,Violet,The Blackstone Group L.P.,18775,23.47
7/12/21,Violet,Mistras Group Inc,15603,22.9
7/12/21,Violet,Kamada Ltd.,15545,20.26
7/12/21,Violet,"Barrett Business Services, Inc.",11373,34.81
7/12/21,Violet,IntriCon Corporation,13229,60.43
7/12/21,Violet,Seadrill Limited,15808,67.78
7/12/21,Violet,"USLIFE Income Fund, Inc.",19315,31.44
7/12/21,Yellow,Teleflex Incorporated,18319,96.5
7/12/21,Yellow,"Image Sensing Systems, Inc.",12022,53.98
7/12/21,Yellow,"BioTelemetry, Inc.",18257,46.66
7/12/21,Yellow,iStar Financial Inc.,17948,38.83
7/12/21,Yellow,United States Cellular Corporation,19759,64.67
7/12/21,Yellow,Lincoln National Corporation,16673,78.73
7/12/21,Yellow,Jabil Inc.,14747,60.03
7/12/21,Yellow,NXT-ID Inc.,10212,27.58
7/12/21,Yellow,"Kratos Defense & Security Solutions, Inc.",12697,50.73
7/12/21,Yellow,Kamada Ltd.,19603,6.29
7/12/21,Yellow,"New York Mortgage Trust, Inc.",12419,17.02
7/12/21,Yellow,TEGNA Inc.,16161,1.3
7/12/21,Yellow,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,17718,16.96
7/12/21,Yellow,Legg Mason Developed EX-US Diversified Core ETF,10782,21.46
7/12/21,Yellow,"Pandora Media, Inc.",11042,84.76
7/12/21,Yellow,HNI Corporation,16081,60.35
7/13/21,Aquamarine,"Wilhelmina International, Inc.",17573,61.23
7/13/21,Aquamarine,"Mid-Con Energy Partners, LP",10996,28.63
7/13/21,Aquamarine,Western Alliance Bancorporation,16315,73.76
7/13/21,Aquamarine,Dynagas LNG Partners LP,11707,68.63
7/13/21,Aquamarine,"InfraREIT, Inc.",15186,46.56
7/13/21,Aquamarine,VivoPower International PLC,13161,77.83
7/13/21,Aquamarine,ContraFect Corporation,10472,44.69
7/13/21,Aquamarine,Compugen Ltd.,14423,50.88
7/13/21,Aquamarine,Arrow DWA Tactical ETF,11658,41.94
7/13/21,Aquamarine,Calgon Carbon Corporation,13246,59.61
7/12/21,Blue,"SI Financial Group, Inc.",19892,35.95
7/12/21,Blue,Sohu.com Inc.,16982,65.54
7/13/21,Blue,Sonoco Products Company,17170,16.8
7/11/21,Blue,Southern California Edison Company,15961,2.28
7/13/21,Blue,"Southern National Bancorp of Virginia, Inc.",10423,26.08
7/13/21,Blue,Stellar Acquisition III Inc.,17422,33.02
7/13/21,Blue,"Superior Uniform Group, Inc.",13397,60.25
7/12/21,Blue,TOR Minerals International Inc,16864,58.42
7/11/21,Blue,"tronc, Inc.",15598,61.34
7/13/21,Blue,Ultrapar Participacoes S.A.,11327,62.98
7/12/21,Blue,WD-40 Company,13908,31.91
7/11/21,Blue,Western Asset Global Corporate Defined Opportunity Fund Inc.,19205,3.19
7/13/21,Crimson,Wipro Limited,18184,34.97
7/13/21,Crimson,Comcast Corporation,16478,36.49
7/13/21,Crimson,Chemung Financial Corp,11489,51.19
7/13/21,Crimson,"Mizuho Financial Group, Inc.",12407,16.08
7/13/21,Crimson,"Diversified Restaurant Holdings, Inc.",19606,11.73
7/13/21,Crimson,Ship Finance International Limited,18403,42.65
7/13/21,Crimson,"EnerNOC, Inc.",17784,42.82
7/13/21,Crimson,State Street Corporation,18783,44.05
7/13/21,Crimson,American Express Company,14332,39.15
7/13/21,Crimson,"Brooks Automation, Inc.",13620,48.72
7/13/21,Crimson,Applied DNA Sciences Inc,16912,8.65
7/13/21,Crimson,PowerShares S&P SmallCap Financials Portfolio,18121,96.94
7/13/21,Crimson,China Recycling Energy Corporation,13366,26.79
7/13/21,Crimson,"Floor & Decor Holdings, Inc.",13021,55.24
7/13/21,Crimson,J P Morgan Chase & Co,19695,16.23
7/13/21,Crimson,"Lifeway Foods, Inc.",16595,85.31
7/13/21,Crimson,Templeton Emerging Markets Fund,12169,44.49
7/13/21,Crimson,"Ringcentral, Inc.",16848,79.03
7/13/21,Crimson,Investar Holding Corporation,11986,68.32
7/13/21,Crimson,Greif Bros. Corporation,12916,14.8
7/13/21,Fuscia,"VistaGen Therapeutics, Inc.",17949,64.98
7/13/21,Fuscia,"Fiserv, Inc.",18688,14.03
7/13/21,Fuscia,"Meta Financial Group, Inc.",17799,95.07
7/13/21,Fuscia,"Washington Federal, Inc.",16043,9.74
7/13/21,Fuscia,Dextera Surgical Inc.,14892,86.66
7/13/21,Fuscia,Acceleron Pharma Inc.,19421,95.67
7/13/21,Fuscia,Bank of N.T. Butterfield & Son Limited (The),14459,92.04
7/13/21,Fuscia,"Comstock Resources, Inc.",10304,70.38
7/13/21,Fuscia,Stantec Inc,19491,10.25
7/13/21,Fuscia,The Health and Fitness ETF,15182,84.51
7/13/21,Fuscia,"Penn National Gaming, Inc.",12830,44.64
7/13/21,Fuscia,"Columbia Property Trust, Inc.",15235,40.83
7/13/21,Fuscia,NVIDIA Corporation,17328,88.8
7/13/21,Fuscia,"Goldman Sachs Group, Inc. (The)",15765,95.93
7/13/21,Fuscia,Tractor Supply Company,18378,73.51
7/13/21,Goldenrod,Ivy High Income Opportunities Fund,19349,14.22
7/13/21,Goldenrod,Great Elm Capital Corp.,19416,42.65
7/13/21,Goldenrod,"Champions Oncology, Inc.",19112,51.54
7/13/21,Goldenrod,"Shoe Carnival, Inc.",16126,64.7
7/13/21,Goldenrod,Rogers Corporation,19550,96.36
7/13/21,Goldenrod,Atlantic Power Corporation,17151,37.43
7/13/21,Goldenrod,"BJ's Restaurants, Inc.",18133,54.35
7/13/21,Goldenrod,Gladstone Investment Corporation,19000,23.81
7/13/21,Goldenrod,"Jason Industries, Inc.",16614,83.16
7/13/21,Goldenrod,"Rand Logistics, Inc.",13186,55.03
7/13/21,Goldenrod,Global X NASDAQ China Technology ETF,17408,26
7/13/21,Goldenrod,"National American University Holdings, Inc.",16876,44.42
7/13/21,Goldenrod,BlackRock Municipal Income Investment Trust,15028,58.1
7/13/21,Goldenrod,"Yext, Inc.",12702,10.14
7/13/21,Goldenrod,Nuveen Floating Rate Income Fund,10736,69.92
7/13/21,Green,Horizon Technology Finance Corporation,17399,7.15
7/13/21,Green,Macquarie Global Infrastructure Total Return Fund Inc.,10750,64.18
7/13/21,Green,"Savara, Inc.",19196,84.23
7/13/21,Green,Putnam Master Intermediate Income Trust,16648,34.83
7/13/21,Green,"Advanced Micro Devices, Inc.",18929,28.05
7/13/21,Green,"First Citizens BancShares, Inc.",10182,35.62
7/13/21,Green,Bristow Group Inc,14691,97.02
7/13/21,Green,HP Inc.,12377,32.29
7/13/21,Green,The KEYW Holding Corporation,15270,6.24
7/13/21,Green,"Oxford Industries, Inc.",12168,16.48
7/13/21,Green,"TSR, Inc.",10846,35.65
7/13/21,Green,"New York Mortgage Trust, Inc.",17745,40.26
7/13/21,Green,"America First Multifamily Investors, L.P.",17671,7.31
7/13/21,Green,Bank of Marin Bancorp,17305,14.81
7/13/21,Green,"MMA Capital Management, LLC",16547,66.84
7/13/21,Green,Finisar Corporation,10227,57.95
7/13/21,Green,Capitala Finance Corp.,13985,91.29
7/13/21,Green,Comp En De Mn Cemig ADS,13998,81.82
7/13/21,Green,Ligand Pharmaceuticals Incorporated,12342,97.95
7/13/21,Green,Virtusa Corporation,11499,68.27
7/13/21,Green,Female Health Company (The),16472,19.58
7/13/21,Green,"Ply Gem Holdings, Inc.",15956,24.71
7/13/21,Green,"SeaChange International, Inc.",10508,78.59
7/13/21,Indigo,"Allied Motion Technologies, Inc.",10219,62.03
7/13/21,Indigo,"Foot Locker, Inc.",16021,19.67
7/13/21,Indigo,Attunity Ltd.,10996,58.59
7/13/21,Indigo,Lakeland Financial Corporation,13398,34.81
7/13/21,Indigo,"Insperity, Inc.",11772,92.42
7/13/21,Indigo,MDC Partners Inc.,11813,1.47
7/13/21,Indigo,Axalta Coating Systems Ltd.,16630,73.53
7/13/21,Indigo,PetroChina Company Limited,13911,19.42
7/13/21,Indigo,Marriot Vacations Worldwide Corporation,16265,28.45
7/13/21,Indigo,iRobot Corporation,15637,65.01
7/13/21,Indigo,"Hercules Capital, Inc.",10744,18.14
7/13/21,Indigo,"Zogenix, Inc.",11520,33.3
7/13/21,Indigo,Taiwan Semiconductor Manufacturing Company Ltd.,12754,39.32
7/13/21,Khaki,"FCB Financial Holdings, Inc.",11006,65.6
7/13/21,Khaki,Pembina Pipeline Corp.,12454,95.55
7/13/21,Khaki,"Netlist, Inc.",11866,71.65
7/13/21,Khaki,TriMas Corporation,16498,81.6
7/13/21,Khaki,Stellar Acquisition III Inc.,19079,65.26
7/13/21,Khaki,"Super Micro Computer, Inc.",13273,24.2
7/13/21,Khaki,"One Liberty Properties, Inc.",19206,59.54
7/13/21,Khaki,Chesapeake Energy Corporation,16453,86.21
7/13/21,Khaki,"PNC Financial Services Group, Inc. (The)",12789,73.07
7/13/21,Khaki,Medley Capital Corporation,15118,2.36
7/13/21,Khaki,Education Realty Trust Inc.,16348,9.4
7/13/21,Khaki,Prudential Public Limited Company,11603,79.01
7/13/21,Khaki,L.S. Starrett Company (The),16038,56.96
7/13/21,Khaki,"Digital Realty Trust, Inc.",16006,44.75
7/13/21,Khaki,Star Bulk Carriers Corp.,16608,25.39
7/13/21,Khaki,"Agios Pharmaceuticals, Inc.",12528,59.58
7/13/21,Khaki,Dana Incorporated,10874,40.75
7/13/21,Maroon,Columbus McKinnon Corporation,11074,40.67
7/13/21,Maroon,"Goldman Sachs Group, Inc. (The)",18374,76.46
7/13/21,Maroon,Principal Price Setters Index ETF,10217,10.53
7/13/21,Maroon,Corporate Office Properties Trust,10299,29.04
7/13/21,Maroon,Invesco Municipal Trust,10820,37.18
7/13/21,Maroon,ABM Industries Incorporated,11644,16.48
7/13/21,Maroon,Scorpio Tankers Inc.,16211,69.22
7/13/21,Maroon,"AmTrust Financial Services, Inc.",12566,17.46
7/13/21,Maroon,First Trust Taiwan AlphaDEX Fund,15851,53.53
7/13/21,Maroon,NASDAQ TEST STOCK,12355,80
7/13/21,Maroon,"Bojangles', Inc.",16739,17.86
7/13/21,Maroon,Nabriva Therapeutics AG,12545,96.79
7/13/21,Maroon,CTI BioPharma Corp.,15994,86.53
7/13/21,Maroon,BlueStar TA-BIGITech Israel Technology ETF,15009,31.52
7/13/21,Maroon,"Nelnet, Inc.",10881,79.89
7/13/21,Maroon,"Texas Capital Bancshares, Inc.",12032,67.66
7/13/21,Maroon,"NextEra Energy Partners, LP",18542,1.29
7/13/21,Maroon,"RadNet, Inc.",14788,20.73
7/13/21,Maroon,Concord Medical Services Holdings Limited,14249,21.63
7/13/21,Maroon,Ares Commercial Real Estate Corporation,19669,44.22
7/13/21,Maroon,"Zayo Group Holdings, Inc.",12782,9.35
7/13/21,Maroon,Pennsylvania Real Estate Investment Trust,11985,79.35
7/13/21,Mauv,Function(x) Inc.,17364,28.07
7/13/21,Mauv,"Tenax Therapeutics, Inc.",19116,27.06
7/13/21,Mauv,Brookfield Property Partners L.P.,19801,16.82
7/13/21,Mauv,CABCO Series 2004-101 Trust,14003,68.13
7/13/21,Mauv,"Goldman Sachs Group, Inc. (The)",14230,88.81
7/13/21,Mauv,Pimco Corporate & Income Opportunity Fund,19883,12.66
7/13/21,Mauv,Penn Virginia Corporation,12461,35.87
7/13/21,Mauv,Oxbridge Re Holdings Limited,13659,38.98
7/13/21,Mauv,Nuveen NASDAQ 100 Dynamic Overwrite Fund,11584,66.7
7/13/21,Mauv,"Citizens, Inc.",16980,31.98
7/13/21,Mauv,Westlake Chemical Partners LP,12438,74.38
7/13/21,Mauv,Discover Financial Services,15476,57.92
7/13/21,Mauv,"Appliance Recycling Centers of America, Inc.",18375,75.81
7/13/21,Mauv,"Kona Grill, Inc.",19510,52.59
7/13/21,Mauv,"CSW Industrials, Inc.",12730,74.45
7/13/21,Orange,"XO Group, Inc.",17150,9.05
7/13/21,Orange,Adamis Pharmaceuticals Corporation,12045,1.77
7/13/21,Orange,STORE Capital Corporation,10053,89.81
7/13/21,Orange,"Gilead Sciences, Inc.",16948,74.53
7/13/21,Orange,TCF Financial Corporation,11561,36.8
7/13/21,Orange,Phillips 66,10954,75.29
7/13/21,Orange,Fastenal Company,13068,54.87
7/13/21,Orange,General Electric Capital Corporation,19684,99.12
7/13/21,Orange,Canterbury Park Holding Corporation,10159,64.04
7/13/21,Orange,Methanex Corporation,18578,57.42
7/13/21,Orange,"Monster Digital, Inc.",16044,39.44
7/13/21,Orange,"Amphastar Pharmaceuticals, Inc.",12985,46.88
7/13/21,Orange,Advanced Accelerator Applications S.A.,13110,56.83
7/13/21,Orange,"ImmunoGen, Inc.",12711,21.45
7/13/21,Orange,"Advaxis, Inc.",13652,46.61
7/13/21,Pink,"Plantronics, Inc.",18633,86.52
7/13/21,Pink,"Sabra Healthcare REIT, Inc.",13611,95.96
7/13/21,Pink,Sanchez Energy Corporation,10441,14.89
7/13/21,Pink,"Hartford Financial Services Group, Inc. (The)",18641,22.82
7/13/21,Pink,Horizon Technology Finance Corporation,15951,80.45
7/13/21,Pink,Silver Run Acquisition Corporation II,16721,28.63
7/13/21,Pink,Belmond Ltd.,14919,21.93
7/13/21,Pink,"NexPoint Residential Trust, Inc.",18934,38.76
7/13/21,Pink,"Lilis Energy, Inc.",11953,38.36
7/13/21,Pink,Liberty Interactive Corporation,16490,82.1
7/13/21,Pink,"Ignyta, Inc.",11340,38.51
7/13/21,Pink,Invesco Credit Opportunities Fund,11988,90.85
